"transaction_id","customer_id","timestamp","amount","payment_method","device_type","ip_country","billing_country","failed_attempts","account_age_days","previous_order_count","avg_order_value","is_new_customer","country_mismatch","amount_to_avg_ratio","is_fraud"
"V2TXN-000927","CUST-V2-0987","2025-05-03T10:52:41.8870000+05:30","2056","UPI","Mobile","IN","IN","0","1481","41","1880","false","false","1.0936","0"
"V2TXN-000928","CUST-V2-0932","2025-05-03T12:29:30.7260000+05:30","2628","WALLET","Tablet","IN","IN","0","841","25","2374","false","false","1.1070","0"
"V2TXN-000929","CUST-V2-0742","2025-05-03T15:44:18.6950000+05:30","2067","CARD","Desktop","IN","IN","0","134","1","861","false","false","2.4007","1"
"V2TXN-000930","CUST-V2-0106","2025-05-03T19:36:45.4240000+05:30","1862","UPI","Mobile","SG","SG","1","93","4","2004","false","false","0.9291","0"
"V2TXN-000931","CUST-V2-0004","2025-05-03T22:09:29.4550000+05:30","2332","UPI","Mobile","IN","IN","0","95","1","1883","false","false","1.2384","0"
"V2TXN-000932","CUST-V2-0959","2025-05-03T22:44:39.9600000+05:30","15646","CARD","Desktop","CA","CA","0","117","3","23351","false","false","0.6700","0"
"V2TXN-000933","CUST-V2-0893","2025-05-04T04:20:42.2900000+05:30","1269","UPI","Mobile","IN","IN","0","361","8","970","false","false","1.3082","0"
"V2TXN-000934","CUST-V2-0852","2025-05-04T05:54:22.0180000+05:30","1443","CARD","Mobile","US","US","3","1174","34","693","false","false","2.0823","1"
"V2TXN-000935","CUST-V2-0224","2025-05-04T12:02:29.4210000+05:30","1183","CARD","Mobile","IN","IN","0","1178","28","1184","false","false","0.9992","0"
"V2TXN-000936","CUST-V2-0813","2025-05-04T14:44:58.9560000+05:30","172617","CARD","Desktop","AU","AU","1","133","3","135942","false","false","1.2698","0"
"V2TXN-000937","CUST-V2-0723","2025-05-04T15:41:04.8540000+05:30","2841","CARD","Desktop","IN","IN","1","132","2","1878","false","false","1.5128","1"
"V2TXN-000938","CUST-V2-0161","2025-05-04T17:28:50.5920000+05:30","17192","CARD","Tablet","IN","IN","1","137","2","19430","false","false","0.8848","0"
"V2TXN-000939","CUST-V2-0735","2025-05-04T19:34:32.4690000+05:30","1661","UPI","Mobile","AU","AU","1","319","6","2546","false","false","0.6524","0"
"V2TXN-000940","CUST-V2-0700","2025-05-04T23:34:31.4870000+05:30","593","CARD","Mobile","CA","CA","0","1078","13","323","false","false","1.8359","0"
"V2TXN-000941","CUST-V2-0363","2025-05-04T23:40:47.1380000+05:30","2825","UPI","Mobile","IN","IN","0","1270","29","2700","false","false","1.0463","0"
"V2TXN-000942","CUST-V2-0397","2025-05-05T00:44:04.1670000+05:30","3069","UPI","Mobile","US","IN","2","621","13","1880","false","true","1.6324","0"
"V2TXN-000943","CUST-V2-0118","2025-05-05T01:43:37.3260000+05:30","1093","CARD","Desktop","SG","SG","1","114","2","2047","false","false","0.5340","0"
"V2TXN-000944","CUST-V2-0408","2025-05-05T06:23:41.0950000+05:30","3088","CARD","Desktop","IN","IN","1","1279","34","3443","false","false","0.8969","0"
"V2TXN-000945","CUST-V2-0959","2025-05-05T10:29:58.0870000+05:30","25972","UPI","Desktop","CA","CA","0","118","4","21424","false","false","1.2123","0"
"V2TXN-000946","CUST-V2-0141","2025-05-05T12:11:47.5980000+05:30","1101","UPI","Mobile","IN","IN","0","647","11","941","false","false","1.1700","0"
"V2TXN-000947","CUST-V2-0647","2025-05-05T17:42:00.6620000+05:30","1961","UPI","Desktop","SA","SA","0","226","3","1300","false","false","1.5085","0"
"V2TXN-000948","CUST-V2-0082","2025-05-05T19:42:28.7800000+05:30","1129","CARD","Mobile","IN","IN","0","559","8","1114","false","false","1.0135","0"
"V2TXN-000949","CUST-V2-0893","2025-05-05T21:44:53.2400000+05:30","643","UPI","Mobile","IN","IN","4","363","9","1003","false","false","0.6411","1"
"V2TXN-000950","CUST-V2-0896","2025-05-06T02:17:35.9960000+05:30","14155","CARD","Desktop","US","US","3","132","3","6239","false","false","2.2688","1"
"V2TXN-000951","CUST-V2-0721","2025-05-06T08:11:26.9930000+05:30","1434","WALLET","Mobile","IN","IN","0","1242","23","991","false","false","1.4470","0"
"V2TXN-000952","CUST-V2-0002","2025-05-06T08:46:01.5520000+05:30","4077","UPI","Mobile","IN","IN","0","1245","33","3936","false","false","1.0358","0"
"V2TXN-000953","CUST-V2-0311","2025-05-06T17:01:43.5010000+05:30","2828","BANK_TRANSFER","Mobile","IN","IN","0","1323","32","3633","false","false","0.7784","0"
"V2TXN-000954","CUST-V2-0979","2025-05-06T17:45:43.6290000+05:30","4847","CARD","Desktop","GB","AE","3","995","18","1056","false","true","4.5900","1"
"V2TXN-000955","CUST-V2-0837","2025-05-06T19:00:04.4620000+05:30","2806","WALLET","Mobile","IN","IN","1","498","9","1775","false","false","1.5808","0"
"V2TXN-000956","CUST-V2-0053","2025-05-06T22:35:43.8880000+05:30","1893","CARD","Tablet","IN","IN","0","1452","35","2399","false","false","0.7891","0"
"V2TXN-000957","CUST-V2-0302","2025-05-07T05:27:24.5230000+05:30","2857","UPI","Mobile","GB","SG","0","1306","20","1292","false","true","2.2113","1"
"V2TXN-000958","CUST-V2-0071","2025-05-07T06:09:54.6480000+05:30","1471","UPI","Mobile","IN","IN","0","1302","22","1310","false","false","1.1229","0"
"V2TXN-000959","CUST-V2-0342","2025-05-07T10:17:07.4060000+05:30","5668","CARD","Mobile","SA","SA","0","1231","25","3999","false","false","1.4174","0"
"V2TXN-000960","CUST-V2-0363","2025-05-07T14:41:38.6300000+05:30","1823","UPI","Mobile","IN","IN","0","1273","30","2704","false","false","0.6742","0"
"V2TXN-000961","CUST-V2-0759","2025-05-07T17:26:53.9620000+05:30","2059","NETBANKING","Desktop","IN","IN","0","117","2","4746","false","false","0.4338","0"
"V2TXN-000962","CUST-V2-0703","2025-05-07T18:37:49.6660000+05:30","3333","CARD","Mobile","IN","US","1","873","15","2401","false","true","1.3882","1"
"V2TXN-000963","CUST-V2-0328","2025-05-07T19:31:06.8930000+05:30","14289","CARD","Tablet","SA","SA","0","568","15","4749","false","false","3.0088","0"
"V2TXN-000964","CUST-V2-0696","2025-05-07T20:36:34.7700000+05:30","3056","UPI","Mobile","GB","GB","0","1441","27","3254","false","false","0.9392","0"
"V2TXN-000965","CUST-V2-0960","2025-05-07T21:41:08.2420000+05:30","4595","BANK_TRANSFER","Mobile","IN","IN","0","1039","11","2821","false","false","1.6289","0"
"V2TXN-000966","CUST-V2-0097","2025-05-07T22:07:30.9700000+05:30","1360","CARD","Mobile","AU","AU","0","1103","33","2490","false","false","0.5462","0"
"V2TXN-000967","CUST-V2-0056","2025-05-07T22:49:40.7400000+05:30","939","UPI","Mobile","IN","IN","0","1431","20","1796","false","false","0.5228","0"
"V2TXN-000968","CUST-V2-0382","2025-05-07T23:01:48.6970000+05:30","589","CARD","Mobile","IN","IN","3","115","3","1308","false","false","0.4503","1"
"V2TXN-000969","CUST-V2-0523","2025-05-07T23:19:52.1020000+05:30","714","WALLET","Tablet","IN","IN","0","376","10","687","false","false","1.0393","0"
"V2TXN-000970","CUST-V2-0009","2025-05-07T23:20:31.3010000+05:30","2509","UPI","Mobile","IN","IN","0","126","4","2512","false","false","0.9988","0"
"V2TXN-000971","CUST-V2-0634","2025-05-08T00:47:08.6470000+05:30","5292","WALLET","Mobile","US","US","0","1092","23","5171","false","false","1.0234","0"
"V2TXN-000972","CUST-V2-0696","2025-05-08T05:02:01.3650000+05:30","3163","CARD","Mobile","GB","GB","0","1441","28","3247","false","false","0.9741","0"
"V2TXN-000973","CUST-V2-0479","2025-05-08T10:23:38.4700000+05:30","2294","NETBANKING","Mobile","IN","IN","0","465","5","2054","false","false","1.1168","0"
"V2TXN-000974","CUST-V2-0676","2025-05-08T12:26:27.8040000+05:30","3021","UPI","Mobile","IN","IN","0","342","9","2156","false","false","1.4012","1"
"V2TXN-000975","CUST-V2-0727","2025-05-08T21:25:05.8170000+05:30","963","CARD","Mobile","SG","SG","0","888","20","800","false","false","1.2038","0"
"V2TXN-000976","CUST-V2-0018","2025-05-08T23:16:42.0840000+05:30","738","CARD","Mobile","IN","IN","0","821","25","790","false","false","0.9342","0"
"V2TXN-000977","CUST-V2-0527","2025-05-09T00:27:31.4540000+05:30","668","UPI","Mobile","IN","IN","0","126","1","647","false","false","1.0325","0"
"V2TXN-000978","CUST-V2-0889","2025-05-09T07:57:58.4000000+05:30","41217","UPI","Desktop","SG","SG","0","95","5","24676","false","false","1.6703","0"
"V2TXN-000979","CUST-V2-0080","2025-05-09T09:12:51.2150000+05:30","5011","CARD","Mobile","IN","IN","2","658","12","2827","false","false","1.7726","1"
"V2TXN-000980","CUST-V2-0425","2025-05-09T11:57:58.5300000+05:30","8164","CARD","Mobile","AE","AE","3","876","19","4008","false","false","2.0369","1"
"V2TXN-000981","CUST-V2-0889","2025-05-09T19:35:24.8540000+05:30","58478","UPI","Desktop","SG","SG","0","95","6","27432","false","false","2.1317","0"
"V2TXN-000982","CUST-V2-0551","2025-05-09T21:47:20.8200000+05:30","2872","CARD","Desktop","IN","IN","0","100","6","2545","false","false","1.1285","0"
"V2TXN-000983","CUST-V2-0949","2025-05-09T22:11:06.6130000+05:30","3219","UPI","Desktop","IN","IN","0","853","11","2077","false","false","1.5498","0"
"V2TXN-000984","CUST-V2-0014","2025-05-10T01:05:54.7630000+05:30","5473","CARD","Desktop","IN","IN","0","126","3","4301","false","false","1.2725","0"
"V2TXN-000985","CUST-V2-0442","2025-05-10T04:29:44.8240000+05:30","1821","CARD","Mobile","IN","IN","0","315","8","2448","false","false","0.7439","0"
"V2TXN-000986","CUST-V2-0049","2025-05-10T06:57:40.6480000+05:30","2541","UPI","Mobile","IN","IN","1","540","13","2207","false","false","1.1513","0"
"V2TXN-000987","CUST-V2-0198","2025-05-10T09:11:41.3820000+05:30","3568","CARD","Desktop","SA","GB","4","218","6","2997","false","true","1.1905","1"
"V2TXN-000988","CUST-V2-0627","2025-05-10T16:17:54.9650000+05:30","426","UPI","Mobile","GB","GB","0","60","2","560","false","false","0.7607","0"
"V2TXN-000989","CUST-V2-0429","2025-05-10T16:31:58.3060000+05:30","2350","NETBANKING","Mobile","SG","SG","0","1495","40","4317","false","false","0.5444","1"
"V2TXN-000990","CUST-V2-0628","2025-05-10T22:03:10.7350000+05:30","9130","NETBANKING","Mobile","IN","IN","0","1129","29","6188","false","false","1.4754","0"
"V2TXN-000991","CUST-V2-0905","2025-05-11T03:13:09.4550000+05:30","1040","WALLET","Mobile","IN","IN","1","1120","29","489","false","false","2.1268","0"
"V2TXN-000992","CUST-V2-0078","2025-05-11T04:09:17.6790000+05:30","2556","BANK_TRANSFER","Desktop","IN","IN","0","140","5","2786","false","false","0.9174","0"
"V2TXN-000993","CUST-V2-0477","2025-05-11T08:28:58.4960000+05:30","6456","UPI","Mobile","CA","CA","0","983","9","6678","false","false","0.9668","0"
"V2TXN-000994","CUST-V2-0982","2025-05-11T10:46:34.6610000+05:30","1922","CARD","Tablet","GB","GB","0","996","24","2198","false","false","0.8744","0"
"V2TXN-000995","CUST-V2-0186","2025-05-11T11:19:42.6320000+05:30","494","UPI","Mobile","IN","IN","0","1530","22","919","false","false","0.5375","0"
"V2TXN-000996","CUST-V2-0197","2025-05-11T16:40:10.7990000+05:30","19824","CARD","Desktop","GB","GB","0","120","1","23200","false","false","0.8545","0"
"V2TXN-000997","CUST-V2-0453","2025-05-11T19:07:10.4610000+05:30","5708","UPI","Mobile","IN","IN","1","580","17","4508","false","false","1.2662","0"
"V2TXN-000998","CUST-V2-0807","2025-05-11T20:13:45.6020000+05:30","2834","CARD","Desktop","US","US","0","787","11","1373","false","false","2.0641","0"
"V2TXN-000999","CUST-V2-0846","2025-05-12T08:20:53.6820000+05:30","788","NETBANKING","Desktop","IN","IN","0","121","4","780","false","false","1.0103","0"
"V2TXN-001000","CUST-V2-0593","2025-05-12T10:49:00.9470000+05:30","4000","UPI","Mobile","IN","IN","0","489","5","3652","false","false","1.0953","0"
"V2TXN-001001","CUST-V2-0983","2025-05-12T17:30:35.0300000+05:30","2371","CARD","Desktop","IN","GB","2","565","5","823","false","true","2.8809","1"
"V2TXN-001002","CUST-V2-0093","2025-05-12T19:08:18.3720000+05:30","513","CARD","Mobile","IN","IN","1","115","3","579","false","false","0.8860","0"
"V2TXN-001003","CUST-V2-0214","2025-05-12T21:35:22.2500000+05:30","423","UPI","Mobile","IN","IN","0","524","8","960","false","false","0.4406","0"
"V2TXN-001004","CUST-V2-0951","2025-05-13T03:42:56.6990000+05:30","2086","UPI","Mobile","IN","IN","0","103","1","2025","false","false","1.0301","0"
"V2TXN-001005","CUST-V2-0601","2025-05-13T05:26:31.7680000+05:30","4570","UPI","Mobile","SA","SA","0","1144","29","4764","false","false","0.9593","0"
"V2TXN-001006","CUST-V2-0302","2025-05-13T16:27:26.4350000+05:30","1956","UPI","Mobile","SG","SG","0","1313","21","1366","false","false","1.4319","0"
"V2TXN-001007","CUST-V2-0218","2025-05-14T00:17:02.7570000+05:30","1360","UPI","Mobile","IN","IN","0","1462","43","1740","false","false","0.7816","0"
"V2TXN-001008","CUST-V2-0848","2025-05-14T00:54:24.1780000+05:30","914","UPI","Desktop","IN","IN","0","136","5","618","false","false","1.4790","0"
"V2TXN-001009","CUST-V2-0097","2025-05-14T07:08:03.4450000+05:30","2016","CARD","Mobile","AU","AU","0","1109","34","2456","false","false","0.8208","0"
"V2TXN-001010","CUST-V2-0082","2025-05-14T07:14:13.2150000+05:30","1192","CARD","Mobile","IN","IN","0","567","9","1116","false","false","1.0681","0"
"V2TXN-001011","CUST-V2-0652","2025-05-14T08:04:10.4920000+05:30","131","UPI","Mobile","IN","IN","3","132","3","216","false","false","0.6065","0"
"V2TXN-001012","CUST-V2-0671","2025-05-14T10:31:13.9300000+05:30","2524","CARD","Mobile","AE","AE","1","1387","20","1910","false","false","1.3215","1"
"V2TXN-001013","CUST-V2-0206","2025-05-14T11:13:53.3980000+05:30","904","NETBANKING","Mobile","US","US","0","123","4","869","false","false","1.0403","0"
"V2TXN-001014","CUST-V2-0219","2025-05-14T14:43:14.1730000+05:30","2168","UPI","Mobile","US","US","0","94","3","1958","false","false","1.1073","0"
"V2TXN-001015","CUST-V2-0290","2025-05-14T15:22:30.8440000+05:30","4653","NETBANKING","Mobile","IN","IN","0","1050","25","4737","false","false","0.9823","0"
"V2TXN-001016","CUST-V2-0905","2025-05-14T16:12:43.1410000+05:30","698","WALLET","Mobile","IN","IN","0","1124","30","508","false","false","1.3740","0"
"V2TXN-001017","CUST-V2-0307","2025-05-14T22:41:40.6550000+05:30","273","CARD","Mobile","IN","IN","1","1060","17","717","false","false","0.3808","0"
"V2TXN-001018","CUST-V2-0461","2025-05-15T00:52:51.3000000+05:30","2853","NETBANKING","Mobile","SG","SG","0","424","11","1764","false","false","1.6173","0"
"V2TXN-001019","CUST-V2-0453","2025-05-15T06:00:52.6590000+05:30","16416","CARD","Desktop","GB","IN","2","583","18","4574","false","true","3.5890","1"
"V2TXN-001020","CUST-V2-0096","2025-05-15T06:25:13.1520000+05:30","3537","UPI","Desktop","IN","IN","0","837","22","5311","false","false","0.6660","0"
"V2TXN-001021","CUST-V2-0482","2025-05-15T06:51:01.0160000+05:30","908","CARD","Desktop","IN","IN","0","906","9","820","false","false","1.1073","1"
"V2TXN-001022","CUST-V2-0410","2025-05-15T08:22:27.0130000+05:30","773","UPI","Desktop","IN","IN","0","854","24","975","false","false","0.7928","0"
"V2TXN-001023","CUST-V2-0806","2025-05-15T09:46:50.1910000+05:30","6952","WALLET","Mobile","AE","AE","0","117","2","4428","false","false","1.5700","0"
"V2TXN-001024","CUST-V2-0308","2025-05-15T12:54:49.2600000+05:30","3234","UPI","Desktop","US","US","0","117","2","2427","false","false","1.3325","0"
"V2TXN-001025","CUST-V2-0080","2025-05-15T15:46:27.4250000+05:30","3050","CARD","Mobile","IN","IN","0","664","13","2995","false","false","1.0184","0"
"V2TXN-001026","CUST-V2-0504","2025-05-15T16:36:56.9390000+05:30","2338","UPI","Mobile","AE","AE","1","625","11","2354","false","false","0.9932","0"
"V2TXN-001027","CUST-V2-0008","2025-05-15T16:54:59.8700000+05:30","1458","CARD","Mobile","IN","IN","0","1086","15","1257","false","false","1.1599","0"
"V2TXN-001028","CUST-V2-0510","2025-05-15T18:41:41.6150000+05:30","297","CARD","Desktop","IN","IN","5","128","2","765","false","false","0.3882","1"
"V2TXN-001029","CUST-V2-0144","2025-05-15T22:37:15.7360000+05:30","453","UPI","Tablet","US","US","0","91","3","302","false","false","1.5","0"
"V2TXN-001030","CUST-V2-0453","2025-05-15T23:32:55.4440000+05:30","9083","UPI","Mobile","IN","IN","0","584","19","5198","false","false","1.7474","0"
"V2TXN-001031","CUST-V2-0023","2025-05-16T06:21:46.8230000+05:30","1010","CARD","Mobile","IN","IN","0","1238","28","1314","false","false","0.7686","0"
"V2TXN-001032","CUST-V2-0157","2025-05-16T08:43:06.5480000+05:30","9426","UPI","Desktop","IN","IN","1","132","4","8032","false","false","1.1736","0"
"V2TXN-001033","CUST-V2-0336","2025-05-16T18:11:08.0270000+05:30","742","UPI","Desktop","IN","IN","0","236","4","1094","false","false","0.6782","0"
"V2TXN-001034","CUST-V2-0900","2025-05-16T22:09:51.7090000+05:30","5340","CARD","Desktop","IN","IN","0","134","2","2334","false","false","2.2879","1"
"V2TXN-001035","CUST-V2-0265","2025-05-16T23:58:48.9730000+05:30","3710","CARD","Desktop","IN","IN","0","1284","38","2489","false","false","1.4906","0"
"V2TXN-001036","CUST-V2-0735","2025-05-17T00:26:34.7310000+05:30","6459","UPI","Desktop","IN","AU","3","331","7","2419","false","true","2.6701","1"
"V2TXN-001037","CUST-V2-0727","2025-05-17T04:51:30.2570000+05:30","1129","WALLET","Mobile","IN","SG","0","896","21","808","false","true","1.3973","1"
"V2TXN-001038","CUST-V2-0107","2025-05-17T07:53:56.5690000+05:30","18192","UPI","Mobile","US","US","0","118","2","16100","false","false","1.1299","0"
"V2TXN-001039","CUST-V2-0843","2025-05-17T08:18:21.5410000+05:30","2988","UPI","Mobile","IN","IN","0","957","27","4491","false","false","0.6653","0"
"V2TXN-001040","CUST-V2-0385","2025-05-17T08:58:57.3630000+05:30","1016","UPI","Mobile","GB","GB","1","158","2","1064","false","false","0.9549","0"
"V2TXN-001041","CUST-V2-0373","2025-05-17T13:40:15.9440000+05:30","4636","CARD","Desktop","CA","IN","2","713","15","3035","false","true","1.5275","1"
"V2TXN-001042","CUST-V2-0725","2025-05-18T03:19:38.2560000+05:30","1271","UPI","Mobile","IN","IN","0","666","12","1170","false","false","1.0863","0"
"V2TXN-001043","CUST-V2-0896","2025-05-18T05:30:49.1660000+05:30","6611","CARD","Mobile","US","US","0","144","4","8218","false","false","0.8045","0"
"V2TXN-001044","CUST-V2-0910","2025-05-18T05:44:29.3590000+05:30","1889","NETBANKING","Desktop","SA","SA","0","1472","28","2023","false","false","0.9338","0"
"V2TXN-001045","CUST-V2-0554","2025-05-18T08:28:45.8370000+05:30","3542","UPI","Mobile","IN","IN","0","696","13","2454","false","false","1.4434","0"
"V2TXN-001046","CUST-V2-0030","2025-05-18T17:09:54.7010000+05:30","1005","UPI","Mobile","IN","IN","0","141","2","2818","false","false","0.3566","0"
"V2TXN-001047","CUST-V2-0655","2025-05-18T20:39:48.4310000+05:30","6650","CARD","Mobile","IN","IN","1","143","5","5722","false","false","1.1622","0"
"V2TXN-001048","CUST-V2-0311","2025-05-19T03:36:26.8940000+05:30","5739","CARD","Desktop","DE","IN","1","1335","33","3609","false","true","1.5902","0"
"V2TXN-001049","CUST-V2-0841","2025-05-19T03:56:32.1090000+05:30","78301","UPI","Mobile","IN","IN","1","92","4","71188","false","false","1.0999","0"
"V2TXN-001050","CUST-V2-0362","2025-05-19T04:52:59.8470000+05:30","1174","NETBANKING","Desktop","SG","SG","0","343","6","1157","false","false","1.0147","0"
"V2TXN-001051","CUST-V2-0144","2025-05-19T05:33:59.0990000+05:30","252","CARD","Tablet","US","US","0","94","4","340","false","false","0.7412","0"
"V2TXN-001052","CUST-V2-0728","2025-05-19T05:34:32.2020000+05:30","11889","CARD","Desktop","SA","SA","0","101","2","9982","false","false","1.1910","0"
"V2TXN-001053","CUST-V2-0394","2025-05-19T07:02:30.8460000+05:30","541","UPI","Mobile","IN","IN","0","1106","28","413","false","false","1.3099","0"
"V2TXN-001054","CUST-V2-0511","2025-05-19T09:07:47.7830000+05:30","5150","UPI","Desktop","IN","IN","0","558","17","7238","false","false","0.7115","0"
"V2TXN-001055","CUST-V2-0610","2025-05-19T09:40:06.4980000+05:30","3536","CARD","Mobile","US","US","1","548","15","2118","false","false","1.6695","1"
"V2TXN-001056","CUST-V2-0307","2025-05-19T10:09:57.2860000+05:30","565","CARD","Mobile","IN","IN","1","1064","18","693","false","false","0.8153","0"
"V2TXN-001057","CUST-V2-0200","2025-05-19T10:28:06.6380000+05:30","244","UPI","Mobile","GB","GB","0","134","1","195","false","false","1.2513","0"
"V2TXN-001058","CUST-V2-0759","2025-05-19T11:22:13.7250000+05:30","5470","NETBANKING","Desktop","IN","IN","0","129","3","3850","false","false","1.4208","0"
"V2TXN-001059","CUST-V2-0801","2025-05-19T17:02:09.8690000+05:30","963","WALLET","Mobile","IN","IN","0","196","3","1219","false","false","0.7900","0"
"V2TXN-001060","CUST-V2-0012","2025-05-19T18:31:22.6040000+05:30","8289","CARD","Desktop","GB","GB","0","149","3","4152","false","false","1.9964","1"
"V2TXN-001061","CUST-V2-0007","2025-05-19T21:54:11.7620000+05:30","2780","UPI","Desktop","IN","IN","0","1281","18","3846","false","false","0.7228","0"
"V2TXN-001062","CUST-V2-0247","2025-05-19T22:51:26.4220000+05:30","19584","CARD","Desktop","IN","IN","0","106","2","25401","false","false","0.7710","0"
"V2TXN-001063","CUST-V2-0544","2025-05-20T05:08:34.9500000+05:30","3541","UPI","Mobile","IN","IN","0","1177","35","1904","false","false","1.8598","0"
"V2TXN-001064","CUST-V2-0725","2025-05-20T05:43:21.8510000+05:30","1296","UPI","Mobile","IN","IN","1","669","13","1178","false","false","1.1002","0"
"V2TXN-001065","CUST-V2-0504","2025-05-20T13:02:01.4580000+05:30","2396","UPI","Mobile","AE","AE","1","630","12","2352","false","false","1.0187","0"
"V2TXN-001066","CUST-V2-0010","2025-05-20T15:17:26.7570000+05:30","4107","UPI","Desktop","IN","IN","0","225","3","2804","false","false","1.4647","0"
"V2TXN-001067","CUST-V2-0075","2025-05-20T17:15:08.6650000+05:30","1481","UPI","Tablet","US","US","0","1068","19","3360","false","false","0.4408","1"
"V2TXN-001068","CUST-V2-0679","2025-05-20T21:35:15.7580000+05:30","1512","UPI","Desktop","IN","IN","0","236","4","2029","false","false","0.7452","0"
"V2TXN-001069","CUST-V2-0890","2025-05-20T23:06:42.5850000+05:30","423","UPI","Mobile","IN","IN","0","138","4","615","false","false","0.6878","0"
"V2TXN-001070","CUST-V2-0527","2025-05-21T07:35:34.9090000+05:30","477","UPI","Mobile","IN","IN","1","138","2","658","false","false","0.7249","0"
"V2TXN-001071","CUST-V2-0492","2025-05-21T09:03:46.5920000+05:30","2573","UPI","Mobile","IN","IN","0","622","18","2114","false","false","1.2171","0"
"V2TXN-001072","CUST-V2-0905","2025-05-21T12:04:37.5600000+05:30","401","CARD","Mobile","IN","IN","0","1130","31","514","false","false","0.7802","0"
"V2TXN-001073","CUST-V2-0793","2025-05-21T12:54:49.2880000+05:30","286","CARD","Mobile","IN","IN","0","108","3","429","false","false","0.6667","0"
"V2TXN-001074","CUST-V2-0812","2025-05-21T13:20:15.5100000+05:30","1697","BANK_TRANSFER","Mobile","IN","IN","1","1284","33","1068","false","false","1.5890","0"
"V2TXN-001075","CUST-V2-0311","2025-05-21T14:35:58.8590000+05:30","4995","BANK_TRANSFER","Mobile","IN","IN","0","1338","34","3671","false","false","1.3607","0"
"V2TXN-001076","CUST-V2-0621","2025-05-21T15:11:22.3420000+05:30","1846","WALLET","Desktop","IN","IN","0","662","12","2151","false","false","0.8582","1"
"V2TXN-001077","CUST-V2-0459","2025-05-21T16:56:31.6730000+05:30","5645","WALLET","Mobile","IN","IN","0","526","9","3511","false","false","1.6078","0"
"V2TXN-001078","CUST-V2-0453","2025-05-21T17:30:04.4160000+05:30","5054","UPI","Mobile","IN","IN","0","590","20","5392","false","false","0.9373","0"
"V2TXN-001079","CUST-V2-0141","2025-05-21T17:40:43.0150000+05:30","697","UPI","Mobile","IN","IN","0","663","12","955","false","false","0.7298","0"
"V2TXN-001080","CUST-V2-0837","2025-05-21T19:34:43.0750000+05:30","1488","WALLET","Desktop","IN","IN","0","513","10","1878","false","false","0.7923","0"
"V2TXN-001081","CUST-V2-0002","2025-05-21T22:32:24.9110000+05:30","8265","UPI","Mobile","IN","IN","1","1261","34","3940","false","false","2.0977","0"
"V2TXN-001082","CUST-V2-0588","2025-05-22T01:40:26.8620000+05:30","855","CARD","Mobile","IN","IN","0","728","21","909","false","false","0.9406","0"
"V2TXN-001083","CUST-V2-0082","2025-05-22T11:01:51.5730000+05:30","1287","CARD","Mobile","IN","IN","0","576","10","1123","false","false","1.1460","0"
"V2TXN-001084","CUST-V2-0806","2025-05-22T13:09:28.7680000+05:30","6314","CARD","Mobile","AE","AE","0","124","3","5269","false","false","1.1983","1"
"V2TXN-001085","CUST-V2-0732","2025-05-22T18:19:32.2920000+05:30","3364","BANK_TRANSFER","Mobile","GB","GB","0","1534","33","2324","false","false","1.4475","0"
"V2TXN-001086","CUST-V2-0369","2025-05-22T20:17:29.4940000+05:30","1537","UPI","Desktop","CA","IN","1","105","3","1441","false","true","1.0666","1"
"V2TXN-001087","CUST-V2-0364","2025-05-22T22:21:44.5250000+05:30","2964","CARD","Desktop","CA","CA","1","1226","31","3477","false","false","0.8525","0"
"V2TXN-001088","CUST-V2-0512","2025-05-22T23:04:56.2490000+05:30","2723","UPI","Mobile","IN","IN","1","472","9","3708","false","false","0.7344","0"
"V2TXN-001089","CUST-V2-0617","2025-05-22T23:56:03.9290000+05:30","1181","UPI","Mobile","IN","IN","0","1522","35","1157","false","false","1.0207","0"
"V2TXN-001090","CUST-V2-0247","2025-05-23T04:33:20.7550000+05:30","24517","CARD","Mobile","IN","IN","1","110","3","23462","false","false","1.0450","0"
"V2TXN-001091","CUST-V2-0989","2025-05-23T04:34:54.6560000+05:30","2199","UPI","Mobile","GB","GB","0","103","2","1576","false","false","1.3953","0"
"V2TXN-001092","CUST-V2-0954","2025-05-23T04:48:25.0710000+05:30","936","WALLET","Desktop","IN","IN","0","374","5","1551","false","false","0.6035","0"
"V2TXN-001093","CUST-V2-0382","2025-05-23T05:30:37.0950000+05:30","720","WALLET","Desktop","IN","IN","0","131","4","1128","false","false","0.6383","0"
"V2TXN-001094","CUST-V2-0248","2025-05-23T07:24:17.1140000+05:30","2311","UPI","Mobile","CA","CA","0","1049","22","2082","false","false","1.1100","0"
"V2TXN-001095","CUST-V2-0217","2025-05-23T07:41:04.8570000+05:30","7872","UPI","Mobile","IN","IN","1","1551","16","4673","false","false","1.6846","0"
"V2TXN-001096","CUST-V2-0437","2025-05-23T13:25:03.9050000+05:30","2954","CARD","Mobile","IN","IN","1","527","9","2763","false","false","1.0691","0"
"V2TXN-001097","CUST-V2-0287","2025-05-23T15:07:57.3330000+05:30","893","UPI","Mobile","AU","AU","0","1562","46","1283","false","false","0.6960","0"
"V2TXN-001098","CUST-V2-0885","2025-05-23T18:50:57.9250000+05:30","1471","CARD","Mobile","IN","IN","0","156","3","1306","false","false","1.1263","1"
"V2TXN-001099","CUST-V2-0329","2025-05-23T19:15:11.8930000+05:30","634","CARD","Mobile","IN","IN","0","298","5","788","false","false","0.8046","0"
