"transaction_id","customer_id","amount","payment_method","device_type","ip_country","billing_country","failed_attempts","account_age_days","previous_order_count","avg_order_value","is_new_customer","is_fraud"
"MLTXN-000516","CUST-ML-0016","3363","UPI","Mobile","GB","GB","0","740","16","3432","false","0"
"MLTXN-000517","CUST-ML-0199","3236","UPI","Mobile","IN","IN","2","338","9","2364","false","0"
"MLTXN-000518","CUST-ML-0287","11699","UPI","Mobile","SA","SA","0","21","2","5057","false","0"
"MLTXN-000519","CUST-ML-0087","746","NETBANKING","Mobile","DE","DE","0","1125","33","541","false","0"
"MLTXN-000520","CUST-ML-0566","3443","CARD","Mobile","SG","SG","0","717","12","3962","false","0"
"MLTXN-000521","CUST-ML-0205","1474","UPI","Desktop","IN","IN","0","573","11","1804","false","0"
"MLTXN-000522","CUST-ML-0312","2075","UPI","Mobile","GB","GB","0","2","4","2241","false","0"
"MLTXN-000523","CUST-ML-0024","541","CARD","Mobile","IN","AU","0","77","2","968","false","0"
"MLTXN-000524","CUST-ML-0089","1699","CARD","Desktop","IN","IN","0","730","7","3209","false","0"
"MLTXN-000525","CUST-ML-0337","822","UPI","Desktop","IN","IN","0","21","2","643","false","0"
"MLTXN-000526","CUST-ML-0475","2265","CARD","Desktop","IN","IN","2","18","3","1533","false","0"
"MLTXN-000527","CUST-ML-0399","1787","CARD","Desktop","IN","IN","0","111","3","4953","false","0"
"MLTXN-000528","CUST-ML-0315","680","CARD","Mobile","US","US","0","82","2","1598","false","0"
"MLTXN-000529","CUST-ML-0206","3596","CARD","Desktop","AE","AE","0","21","2","4784","false","0"
"MLTXN-000530","CUST-ML-0382","4968","UPI","Desktop","AE","AE","1","327","6","9294","false","0"
"MLTXN-000531","CUST-ML-0563","2129","CARD","Mobile","IN","IN","0","10","1","1681","true","0"
"MLTXN-000532","CUST-ML-0119","4034","NETBANKING","Mobile","IN","IN","0","482","5","1530","false","0"
"MLTXN-000533","CUST-ML-0069","8187","CARD","Desktop","GB","GB","2","455","13","1520","false","0"
"MLTXN-000534","CUST-ML-0266","1441","UPI","Mobile","CA","US","2","1342","26","1448","false","0"
"MLTXN-000535","CUST-ML-0600","11465","BANK_TRANSFER","Mobile","SG","SG","0","157","6","4724","false","0"
"MLTXN-000536","CUST-ML-0152","2880","UPI","Mobile","IN","IN","2","170","5","3107","false","0"
"MLTXN-000537","CUST-ML-0201","1256","UPI","Mobile","IN","IN","0","1259","31","711","false","0"
"MLTXN-000538","CUST-ML-0404","1763","UPI","Desktop","US","SA","0","15","2","2538","false","0"
"MLTXN-000539","CUST-ML-0493","1567","NETBANKING","Mobile","IN","IN","5","13","2","1052","false","0"
"MLTXN-000540","CUST-ML-0288","530","NETBANKING","Mobile","DE","DE","0","605","13","2342","false","0"
"MLTXN-000541","CUST-ML-0522","1564","UPI","Desktop","US","US","0","943","13","1460","false","0"
"MLTXN-000542","CUST-ML-0083","3330","WALLET","Desktop","AE","AE","0","601","16","2919","false","0"
"MLTXN-000543","CUST-ML-0023","2069","UPI","Mobile","IN","IN","0","664","20","2742","false","0"
"MLTXN-000544","CUST-ML-0268","554","NETBANKING","Mobile","IN","IN","0","489","10","970","false","0"
"MLTXN-000545","CUST-ML-0342","1224","CARD","Mobile","AE","AE","0","20","3","1150","false","0"
"MLTXN-000546","CUST-ML-0545","2754","UPI","Mobile","IN","IN","0","220","8","609","false","0"
"MLTXN-000547","CUST-ML-0426","9734","UPI","Mobile","US","US","0","403","13","9956","false","0"
"MLTXN-000548","CUST-ML-0276","5722","UPI","Mobile","AE","AE","0","495","14","3139","false","0"
"MLTXN-000549","CUST-ML-0054","1963","CARD","Mobile","AU","AU","0","359","9","1220","false","0"
"MLTXN-000550","CUST-ML-0402","527","UPI","Desktop","AE","AE","4","16","1","1196","false","0"
"MLTXN-000551","CUST-ML-0098","1757","CARD","Desktop","AE","IN","0","257","6","4610","false","1"
"MLTXN-000552","CUST-ML-0464","2341","UPI","Desktop","US","US","1","1096","21","2119","false","0"
"MLTXN-000553","CUST-ML-0113","1300","CARD","Mobile","IN","IN","0","551","21","1567","false","1"
"MLTXN-000554","CUST-ML-0453","1048","CARD","Desktop","IN","IN","3","522","7","1168","false","0"
"MLTXN-000555","CUST-ML-0362","18648","CARD","Mobile","IN","IN","2","126","3","941","false","0"
"MLTXN-000556","CUST-ML-0600","21032","CARD","Desktop","SG","SG","0","157","7","4095","false","0"
"MLTXN-000557","CUST-ML-0439","1483","CARD","Mobile","IN","IN","0","348","13","966","false","0"
"MLTXN-000558","CUST-ML-0289","2392","UPI","Mobile","SA","SA","0","21","2","2725","false","0"
"MLTXN-000559","CUST-ML-0432","1801","NETBANKING","Desktop","IN","IN","0","308","4","1983","false","1"
"MLTXN-000560","CUST-ML-0282","1290","UPI","Desktop","IN","IN","0","318","8","1407","false","0"
"MLTXN-000561","CUST-ML-0239","407","WALLET","Desktop","IN","IN","0","393","9","618","false","0"
"MLTXN-000562","CUST-ML-0263","3404","UPI","Tablet","IN","IN","3","310","3","2100","false","0"
"MLTXN-000563","CUST-ML-0463","2240","UPI","Mobile","IN","IN","0","822","30","1698","false","0"
"MLTXN-000564","CUST-ML-0106","3887","UPI","Mobile","IN","IN","0","469","10","1049","false","0"
"MLTXN-000565","CUST-ML-0362","669","CARD","Mobile","IN","IN","4","126","4","957","false","0"
"MLTXN-000566","CUST-ML-0180","4288","UPI","Mobile","SG","SG","1","375","8","1596","false","0"
"MLTXN-000567","CUST-ML-0135","914","CARD","Tablet","AE","IN","0","329","10","1037","false","0"
"MLTXN-000568","CUST-ML-0087","808","NETBANKING","Mobile","DE","DE","0","1125","34","945","false","0"
"MLTXN-000569","CUST-ML-0394","2665","NETBANKING","Mobile","IN","IN","2","455","18","3016","false","0"
"MLTXN-000570","CUST-ML-0507","679","WALLET","Mobile","IN","IN","0","377","10","880","false","1"
"MLTXN-000571","CUST-ML-0071","1809","NETBANKING","Desktop","IN","IN","0","21","3","3037","false","0"
"MLTXN-000572","CUST-ML-0024","2779","CARD","Mobile","AU","AU","0","77","3","1379","false","0"
"MLTXN-000573","CUST-ML-0189","438","UPI","Mobile","IN","IN","0","14","2","655","false","0"
"MLTXN-000574","CUST-ML-0592","6728","NETBANKING","Desktop","CA","CA","1","860","32","2524","false","0"
"MLTXN-000575","CUST-ML-0107","678","BANK_TRANSFER","Mobile","CA","IN","0","14","3","716","false","0"
"MLTXN-000576","CUST-ML-0525","779","UPI","Mobile","US","US","0","776","10","901","false","0"
"MLTXN-000577","CUST-ML-0438","1481","WALLET","Mobile","IN","IN","0","508","11","1075","false","0"
"MLTXN-000578","CUST-ML-0007","1271","UPI","Tablet","AE","AE","1","793","18","1576","false","0"
"MLTXN-000579","CUST-ML-0381","543","BANK_TRANSFER","Mobile","IN","IN","1","867","15","666","false","0"
"MLTXN-000580","CUST-ML-0286","1446","NETBANKING","Mobile","IN","IN","0","19","1","866","false","0"
"MLTXN-000581","CUST-ML-0449","2758","CARD","Desktop","SG","IN","0","515","7","2239","false","1"
"MLTXN-000582","CUST-ML-0205","1069","WALLET","Desktop","IN","IN","1","573","12","1866","false","0"
"MLTXN-000583","CUST-ML-0366","844","CARD","Mobile","IN","IN","2","860","14","813","false","0"
"MLTXN-000584","CUST-ML-0457","921","CARD","Desktop","IN","IN","0","229","6","1503","false","0"
"MLTXN-000585","CUST-ML-0398","530","UPI","Mobile","IN","IN","1","12","1","826","true","1"
"MLTXN-000586","CUST-ML-0478","1571","UPI","Mobile","IN","IN","0","630","17","1289","false","0"
"MLTXN-000587","CUST-ML-0161","3357","UPI","Mobile","IN","IN","1","20","2","7372","false","1"
"MLTXN-000588","CUST-ML-0402","831","UPI","Desktop","AE","AE","0","16","2","940","false","0"
"MLTXN-000589","CUST-ML-0448","319","WALLET","Mobile","AU","AU","0","595","7","388","false","0"
"MLTXN-000590","CUST-ML-0284","773","NETBANKING","Desktop","US","US","0","913","9","797","false","0"
"MLTXN-000591","CUST-ML-0501","589","CARD","Mobile","US","US","1","714","27","1134","false","1"
"MLTXN-000592","CUST-ML-0124","520","NETBANKING","Mobile","IN","IN","0","54","3","2134","false","0"
"MLTXN-000593","CUST-ML-0379","1208","UPI","Desktop","IN","IN","0","158","7","1791","false","0"
"MLTXN-000594","CUST-ML-0167","800","CARD","Mobile","IN","IN","0","5","1","1338","true","0"
"MLTXN-000595","CUST-ML-0492","3195","UPI","Mobile","IN","IN","2","541","14","917","false","0"
"MLTXN-000596","CUST-ML-0587","1680","UPI","Desktop","IN","IN","1","553","15","2197","false","0"
"MLTXN-000597","CUST-ML-0445","1793","CARD","Mobile","AU","AU","0","15","1","765","false","0"
"MLTXN-000598","CUST-ML-0022","3692","CARD","Mobile","IN","IN","1","21","1","2424","false","0"
"MLTXN-000599","CUST-ML-0561","2394","WALLET","Mobile","GB","GB","0","78","1","480","false","0"
"MLTXN-000600","CUST-ML-0229","1649","UPI","Desktop","IN","IN","0","14","4","1188","false","0"
"MLTXN-000601","CUST-ML-0541","8016","UPI","Desktop","SA","SA","0","1116","25","878","false","1"
"MLTXN-000602","CUST-ML-0273","711","UPI","Mobile","IN","IN","0","421","9","446","false","0"
"MLTXN-000603","CUST-ML-0328","849","CARD","Tablet","US","US","0","21","2","767","false","0"
"MLTXN-000604","CUST-ML-0193","1736","UPI","Mobile","IN","IN","1","565","12","1373","false","0"
"MLTXN-000605","CUST-ML-0288","1748","CARD","Mobile","DE","DE","0","605","14","3194","false","0"
"MLTXN-000606","CUST-ML-0301","10512","BANK_TRANSFER","Mobile","US","US","1","938","21","11391","false","0"
"MLTXN-000607","CUST-ML-0352","3561","CARD","Desktop","IN","IN","0","3","3","1872","false","0"
"MLTXN-000608","CUST-ML-0548","1131","NETBANKING","Mobile","IN","IN","0","345","11","1444","false","0"
"MLTXN-000609","CUST-ML-0170","3307","CARD","Mobile","IN","IN","0","373","9","2933","false","0"
"MLTXN-000610","CUST-ML-0358","4437","UPI","Mobile","GB","GB","1","455","10","1869","false","0"
"MLTXN-000611","CUST-ML-0196","66174","CARD","Desktop","AE","IN","0","423","13","5034","false","1"
"MLTXN-000612","CUST-ML-0107","468","UPI","Mobile","IN","IN","2","14","4","518","false","0"
"MLTXN-000613","CUST-ML-0128","1342","NETBANKING","Mobile","IN","IN","0","39","3","1066","false","0"
"MLTXN-000614","CUST-ML-0456","408","CARD","Mobile","IN","IN","0","351","12","1509","false","0"
"MLTXN-000615","CUST-ML-0508","3103","UPI","Mobile","IN","IN","1","175","2","4062","false","0"
"MLTXN-000616","CUST-ML-0575","1860","CARD","Mobile","SA","SA","0","139","3","931","false","0"
"MLTXN-000617","CUST-ML-0455","1706","CARD","Desktop","IN","IN","0","1125","24","623","false","0"
"MLTXN-000618","CUST-ML-0588","1415","UPI","Desktop","IN","IN","0","507","13","2238","false","0"
"MLTXN-000619","CUST-ML-0115","350","UPI","Mobile","GB","GB","0","446","12","642","false","0"
"MLTXN-000620","CUST-ML-0033","461","CARD","Mobile","GB","GB","0","260","10","1338","false","0"
"MLTXN-000621","CUST-ML-0168","380","CARD","Mobile","GB","GB","0","809","27","326","false","0"
"MLTXN-000622","CUST-ML-0168","141","CARD","Mobile","GB","GB","1","809","28","369","false","0"
"MLTXN-000623","CUST-ML-0076","2185","NETBANKING","Mobile","IN","IN","0","196","5","2599","false","0"
"MLTXN-000624","CUST-ML-0449","10046","UPI","Desktop","IN","IN","0","515","8","2648","false","0"
"MLTXN-000625","CUST-ML-0197","1629","CARD","Mobile","IN","IN","0","13","2","1796","false","0"
"MLTXN-000626","CUST-ML-0468","1532","UPI","Mobile","IN","IN","2","244","8","2138","false","0"
"MLTXN-000627","CUST-ML-0278","2296","UPI","Mobile","IN","US","1","534","15","1932","false","0"
"MLTXN-000628","CUST-ML-0318","2355","NETBANKING","Desktop","IN","IN","0","750","25","3831","false","0"
"MLTXN-000629","CUST-ML-0201","539","UPI","Desktop","IN","IN","1","1259","32","670","false","0"
"MLTXN-000630","CUST-ML-0454","1168","NETBANKING","Mobile","IN","IN","2","8","2","890","false","0"
"MLTXN-000631","CUST-ML-0505","654","CARD","Mobile","IN","IN","0","493","19","500","false","1"
"MLTXN-000632","CUST-ML-0297","1605","UPI","Mobile","IN","US","0","12","3","982","false","0"
"MLTXN-000633","CUST-ML-0183","2050","CARD","Mobile","IN","IN","0","8","2","1590","false","0"
"MLTXN-000634","CUST-ML-0426","5475","UPI","Mobile","US","US","0","403","14","6074","false","0"
"MLTXN-000635","CUST-ML-0208","5550","CARD","Desktop","IN","IN","0","405","10","5788","false","0"
"MLTXN-000636","CUST-ML-0339","2390","NETBANKING","Mobile","IN","IN","1","593","16","2028","false","0"
"MLTXN-000637","CUST-ML-0050","1066","WALLET","Desktop","IN","IN","0","33","2","367","false","0"
"MLTXN-000638","CUST-ML-0529","462","UPI","Mobile","DE","DE","0","542","10","1183","false","0"
"MLTXN-000639","CUST-ML-0034","7312","NETBANKING","Desktop","IN","IN","1","1118","12","2764","false","1"
"MLTXN-000640","CUST-ML-0412","956","UPI","Mobile","IN","IN","6","590","14","968","false","0"
"MLTXN-000641","CUST-ML-0417","390","BANK_TRANSFER","Mobile","IN","IN","0","207","6","1028","false","0"
"MLTXN-000642","CUST-ML-0288","1365","CARD","Mobile","IN","DE","0","605","15","2371","false","0"
"MLTXN-000643","CUST-ML-0246","2162","UPI","Mobile","AU","AU","5","665","8","1653","false","0"
"MLTXN-000644","CUST-ML-0193","1689","UPI","Mobile","IN","IN","6","565","13","1367","false","0"
"MLTXN-000645","CUST-ML-0036","390","UPI","Desktop","IN","IN","0","947","10","579","false","0"
"MLTXN-000646","CUST-ML-0273","429","UPI","Mobile","IN","IN","0","421","10","450","false","0"
"MLTXN-000647","CUST-ML-0269","763","UPI","Mobile","GB","GB","1","1053","38","1005","false","0"
"MLTXN-000648","CUST-ML-0304","18598","CARD","Mobile","IN","IN","0","759","15","1568","false","0"
"MLTXN-000649","CUST-ML-0138","21657","CARD","Mobile","IN","IN","0","21","2","8708","false","0"
"MLTXN-000650","CUST-ML-0316","4385","CARD","Desktop","IN","IN","0","483","13","2935","false","0"
"MLTXN-000651","CUST-ML-0461","509","UPI","Mobile","AU","AU","1","534","15","618","false","0"
"MLTXN-000652","CUST-ML-0101","2668","CARD","Mobile","IN","IN","0","333","7","1584","false","0"
"MLTXN-000653","CUST-ML-0524","2754","CARD","Mobile","IN","IN","2","653","25","3483","false","0"
"MLTXN-000654","CUST-ML-0037","1926","NETBANKING","Tablet","IN","IN","0","121","3","3477","false","0"
"MLTXN-000655","CUST-ML-0138","22347","BANK_TRANSFER","Mobile","IN","IN","0","21","3","10843","false","0"
"MLTXN-000656","CUST-ML-0249","416","UPI","Mobile","IN","IN","1","21","1","518","false","0"
"MLTXN-000657","CUST-ML-0362","5141","NETBANKING","Desktop","IN","IN","0","126","5","724","false","0"
"MLTXN-000658","CUST-ML-0533","4876","CARD","Desktop","AE","AE","0","16","2","6831","false","1"
"MLTXN-000659","CUST-ML-0554","2650","UPI","Mobile","IN","IN","0","21","1","1960","false","0"
"MLTXN-000660","CUST-ML-0324","888","UPI","Mobile","IN","IN","1","21","2","1051","false","0"
"MLTXN-000661","CUST-ML-0241","7470","CARD","Mobile","IN","IN","2","9","0","3184","true","0"
"MLTXN-000662","CUST-ML-0500","1179","CARD","Desktop","SG","SG","1","309","7","1865","false","1"
"MLTXN-000663","CUST-ML-0162","1848","WALLET","Tablet","SG","SG","0","9","2","902","false","1"
"MLTXN-000664","CUST-ML-0434","1147","CARD","Mobile","US","US","0","575","22","1360","false","0"
"MLTXN-000665","CUST-ML-0470","384","BANK_TRANSFER","Mobile","IN","IN","0","870","30","711","false","0"
"MLTXN-000666","CUST-ML-0215","593","UPI","Mobile","IN","IN","0","284","9","638","false","0"
"MLTXN-000667","CUST-ML-0441","569","UPI","Mobile","AE","IN","0","595","13","972","false","0"
"MLTXN-000668","CUST-ML-0557","692","UPI","Mobile","IN","US","2","3","3","1245","false","1"
"MLTXN-000669","CUST-ML-0278","2997","CARD","Mobile","US","US","0","534","16","2449","false","0"
"MLTXN-000670","CUST-ML-0315","2757","CARD","Mobile","US","US","0","82","3","1595","false","0"
"MLTXN-000671","CUST-ML-0241","3227","CARD","Mobile","IN","IN","0","9","1","3806","true","0"
"MLTXN-000672","CUST-ML-0280","855","UPI","Mobile","IN","IN","1","13","2","643","false","0"
"MLTXN-000673","CUST-ML-0261","29179","UPI","Desktop","IN","IN","1","385","5","4072","false","1"
"MLTXN-000674","CUST-ML-0186","7763","UPI","Tablet","AE","IN","6","8","1","8084","true","0"
"MLTXN-000675","CUST-ML-0006","414","UPI","Mobile","IN","IN","1","204","7","359","false","0"
"MLTXN-000676","CUST-ML-0446","2911","UPI","Mobile","SA","IN","0","8","1","2711","true","0"
"MLTXN-000677","CUST-ML-0186","9322","WALLET","Tablet","IN","IN","0","8","2","5821","false","0"
"MLTXN-000678","CUST-ML-0059","991","NETBANKING","Mobile","SA","SA","1","408","7","2643","false","0"
"MLTXN-000679","CUST-ML-0528","712","UPI","Desktop","IN","IN","0","594","20","486","false","0"
"MLTXN-000680","CUST-ML-0208","4184","UPI","Desktop","IN","IN","1","405","11","8247","false","0"
"MLTXN-000681","CUST-ML-0274","2197","NETBANKING","Mobile","IN","IN","0","531","12","2289","false","0"
"MLTXN-000682","CUST-ML-0508","5498","CARD","Mobile","US","IN","0","175","3","3209","false","0"
"MLTXN-000683","CUST-ML-0467","1232","CARD","Desktop","AU","US","0","886","34","1939","false","0"
"MLTXN-000684","CUST-ML-0016","4807","UPI","Mobile","GB","GB","0","740","17","3886","false","0"
"MLTXN-000685","CUST-ML-0010","593","BANK_TRANSFER","Mobile","US","US","1","20","3","595","false","0"
"MLTXN-000686","CUST-ML-0078","1187","WALLET","Desktop","IN","IN","0","559","16","1199","false","0"
"MLTXN-000687","CUST-ML-0200","480","UPI","Mobile","AE","AE","0","21","3","953","false","0"
"MLTXN-000688","CUST-ML-0094","8109","BANK_TRANSFER","Mobile","IN","IN","1","4","3","4599","false","0"
"MLTXN-000689","CUST-ML-0577","6762","CARD","Mobile","IN","IN","0","555","14","2937","false","1"
"MLTXN-000690","CUST-ML-0363","4623","UPI","Mobile","SG","SG","0","661","18","4472","false","0"
"MLTXN-000691","CUST-ML-0011","2658","CARD","Mobile","US","US","0","584","21","1697","false","0"
"MLTXN-000692","CUST-ML-0152","5658","UPI","Mobile","IN","IN","0","170","6","2890","false","0"
"MLTXN-000693","CUST-ML-0597","2539","UPI","Mobile","AE","AE","0","773","15","2493","false","0"
"MLTXN-000694","CUST-ML-0157","573","CARD","Desktop","DE","DE","0","802","21","824","false","0"
"MLTXN-000695","CUST-ML-0474","1025","UPI","Mobile","IN","IN","0","937","33","1957","false","0"
"MLTXN-000696","CUST-ML-0413","2488","UPI","Mobile","US","US","0","6","2","1636","false","0"
"MLTXN-000697","CUST-ML-0318","4359","CARD","Desktop","IN","IN","0","750","26","4624","false","1"
"MLTXN-000698","CUST-ML-0089","3115","CARD","Desktop","IN","IN","0","730","8","4460","false","0"
"MLTXN-000699","CUST-ML-0543","1357","NETBANKING","Mobile","IN","IN","0","317","10","1879","false","0"
"MLTXN-000700","CUST-ML-0462","2297","CARD","Desktop","IN","IN","0","580","22","1565","false","0"
"MLTXN-000701","CUST-ML-0112","567","CARD","Desktop","IN","IN","1","434","5","777","false","0"
"MLTXN-000702","CUST-ML-0267","2834","UPI","Mobile","IN","IN","0","377","8","1699","false","0"
"MLTXN-000703","CUST-ML-0088","3678","UPI","Mobile","IN","IN","1","4","5","1738","false","0"
"MLTXN-000704","CUST-ML-0579","1524","NETBANKING","Desktop","IN","IN","0","11","1","895","true","1"
"MLTXN-000705","CUST-ML-0241","3383","UPI","Mobile","IN","IN","0","9","2","3257","false","0"
"MLTXN-000706","CUST-ML-0101","1104","CARD","Desktop","IN","IN","1","333","8","1885","false","1"
"MLTXN-000707","CUST-ML-0058","2918","BANK_TRANSFER","Mobile","AU","AU","1","344","10","1647","false","0"
"MLTXN-000708","CUST-ML-0017","325","CARD","Mobile","IN","IN","0","521","8","1114","false","0"
"MLTXN-000709","CUST-ML-0414","18965","UPI","Mobile","IN","IN","0","499","8","4278","false","0"
"MLTXN-000710","CUST-ML-0387","2460","UPI","Mobile","IN","IN","0","638","12","2009","false","0"
"MLTXN-000711","CUST-ML-0385","3073","WALLET","Mobile","SG","SG","0","859","20","5265","false","0"
"MLTXN-000712","CUST-ML-0491","1249","WALLET","Mobile","DE","DE","0","460","11","1538","false","0"
"MLTXN-000713","CUST-ML-0224","1790","UPI","Desktop","IN","IN","0","227","4","1448","false","0"
"MLTXN-000714","CUST-ML-0550","9352","BANK_TRANSFER","Desktop","IN","IN","2","698","8","4533","false","0"
"MLTXN-000715","CUST-ML-0425","3679","NETBANKING","Mobile","IN","IN","0","384","14","1599","false","0"
"MLTXN-000716","CUST-ML-0272","2291","WALLET","Mobile","US","US","2","11","4","5143","false","0"
"MLTXN-000717","CUST-ML-0320","980","WALLET","Mobile","IN","IN","0","379","14","815","false","0"
"MLTXN-000718","CUST-ML-0187","846","NETBANKING","Mobile","IN","IN","1","1333","33","729","false","0"
"MLTXN-000719","CUST-ML-0451","1623","CARD","Mobile","CA","CA","0","923","25","921","false","0"
"MLTXN-000720","CUST-ML-0096","7708","NETBANKING","Mobile","IN","IN","2","185","5","2867","false","0"
"MLTXN-000721","CUST-ML-0129","2409","NETBANKING","Mobile","DE","DE","0","1094","15","3564","false","0"
"MLTXN-000722","CUST-ML-0222","2161","UPI","Mobile","IN","IN","0","109","3","1835","false","0"
"MLTXN-000723","CUST-ML-0456","726","CARD","Mobile","IN","IN","0","351","13","1398","false","0"
"MLTXN-000724","CUST-ML-0467","642","CARD","Desktop","US","US","0","886","35","2036","false","0"
"MLTXN-000725","CUST-ML-0490","3689","CARD","Mobile","CA","CA","2","33","3","2146","false","1"
"MLTXN-000726","CUST-ML-0294","512","NETBANKING","Mobile","IN","IN","0","538","21","637","false","0"
"MLTXN-000727","CUST-ML-0054","1927","CARD","Mobile","AU","AU","0","359","10","2018","false","0"
"MLTXN-000728","CUST-ML-0284","982","NETBANKING","Desktop","IN","US","0","913","10","774","false","1"
"MLTXN-000729","CUST-ML-0345","10191","NETBANKING","Mobile","US","US","0","942","34","2241","false","0"
"MLTXN-000730","CUST-ML-0330","1144","UPI","Mobile","IN","IN","0","775","29","1256","false","0"
"MLTXN-000731","CUST-ML-0201","384","UPI","Mobile","IN","IN","1","1259","33","765","false","0"
"MLTXN-000732","CUST-ML-0028","2917","CARD","Desktop","GB","IN","0","858","25","2843","false","0"
"MLTXN-000733","CUST-ML-0288","1233","CARD","Mobile","DE","DE","0","605","16","2152","false","0"
"MLTXN-000734","CUST-ML-0189","582","UPI","Mobile","IN","IN","1","14","3","816","false","0"
"MLTXN-000735","CUST-ML-0398","567","UPI","Mobile","IN","IN","1","12","2","815","false","0"
"MLTXN-000736","CUST-ML-0348","1721","BANK_TRANSFER","Mobile","IN","IN","0","959","21","1733","false","0"
"MLTXN-000737","CUST-ML-0520","1137","CARD","Mobile","IN","IN","0","896","17","1926","false","0"
"MLTXN-000738","CUST-ML-0123","1259","CARD","Mobile","IN","IN","1","1189","11","1242","false","0"
"MLTXN-000739","CUST-ML-0478","515","WALLET","Mobile","IN","IN","1","630","18","1229","false","0"
"MLTXN-000740","CUST-ML-0491","2688","UPI","Mobile","DE","DE","0","460","12","1571","false","0"
"MLTXN-000741","CUST-ML-0525","669","UPI","Desktop","US","US","0","776","11","963","false","0"
"MLTXN-000742","CUST-ML-0205","1367","CARD","Desktop","IN","IN","5","573","13","2057","false","0"
"MLTXN-000743","CUST-ML-0203","6464","CARD","Mobile","SA","SA","0","598","7","6585","false","0"
"MLTXN-000744","CUST-ML-0288","776","UPI","Mobile","DE","DE","0","605","17","2048","false","0"
"MLTXN-000745","CUST-ML-0513","3536","UPI","Desktop","IN","IN","0","578","19","6887","false","0"
"MLTXN-000746","CUST-ML-0113","746","CARD","Mobile","IN","IN","0","551","22","1735","false","0"
"MLTXN-000747","CUST-ML-0233","2255","WALLET","Mobile","IN","IN","0","247","8","1223","false","0"
"MLTXN-000748","CUST-ML-0263","1585","UPI","Tablet","IN","IN","0","310","4","2125","false","0"
"MLTXN-000749","CUST-ML-0310","2779","CARD","Desktop","US","IN","0","21","1","2898","false","0"
"MLTXN-000750","CUST-ML-0574","1239","WALLET","Mobile","IN","IN","0","352","6","2113","false","0"
"MLTXN-000751","CUST-ML-0198","5305","NETBANKING","Mobile","IN","IN","1","307","9","6434","false","0"
"MLTXN-000752","CUST-ML-0272","2586","UPI","Mobile","US","US","0","11","5","3009","false","0"
"MLTXN-000753","CUST-ML-0096","1045","UPI","Mobile","IN","IN","1","185","6","4179","false","0"
"MLTXN-000754","CUST-ML-0446","505","UPI","Mobile","IN","IN","0","8","2","2342","false","0"
"MLTXN-000755","CUST-ML-0469","2695","CARD","Mobile","IN","IN","0","288","7","2838","false","0"
"MLTXN-000756","CUST-ML-0190","898","UPI","Mobile","IN","IN","0","173","9","1559","false","0"
"MLTXN-000757","CUST-ML-0424","3304","CARD","Desktop","IN","IN","0","957","35","3458","false","0"
"MLTXN-000758","CUST-ML-0122","700","NETBANKING","Mobile","IN","IN","1","41","2","402","false","0"
"MLTXN-000759","CUST-ML-0129","3891","NETBANKING","Mobile","IN","DE","0","1094","16","3921","false","0"
"MLTXN-000760","CUST-ML-0200","819","UPI","Desktop","AE","AE","1","21","4","823","false","0"
"MLTXN-000761","CUST-ML-0152","7340","UPI","Mobile","IN","IN","0","170","7","3144","false","0"
"MLTXN-000762","CUST-ML-0128","984","NETBANKING","Mobile","IN","IN","1","39","4","1381","false","0"
"MLTXN-000763","CUST-ML-0393","1497","CARD","Mobile","AE","AE","0","21","1","1291","false","0"
"MLTXN-000764","CUST-ML-0182","3408","WALLET","Desktop","IN","IN","0","639","20","3032","false","0"
"MLTXN-000765","CUST-ML-0126","4800","UPI","Desktop","IN","IN","0","734","27","5427","false","0"
"MLTXN-000766","CUST-ML-0030","1168","UPI","Desktop","IN","IN","0","723","13","1275","false","1"
"MLTXN-000767","CUST-ML-0121","2990","CARD","Mobile","IN","IN","0","21","1","3417","false","0"
"MLTXN-000768","CUST-ML-0442","3223","NETBANKING","Mobile","AE","AE","0","157","7","5457","false","1"
"MLTXN-000769","CUST-ML-0507","495","WALLET","Mobile","IN","IN","1","377","11","691","false","0"
"MLTXN-000770","CUST-ML-0188","549","CARD","Mobile","IN","IN","0","21","2","1646","false","0"
"MLTXN-000771","CUST-ML-0086","1533","CARD","Mobile","SG","SG","0","525","16","1520","false","0"
"MLTXN-000772","CUST-ML-0013","232","CARD","Mobile","CA","CA","3","418","14","339","false","1"
"MLTXN-000773","CUST-ML-0274","2463","CARD","Mobile","IN","IN","0","531","13","2327","false","0"
"MLTXN-000774","CUST-ML-0456","12954","CARD","Mobile","IN","IN","0","351","14","1342","false","0"
"MLTXN-000775","CUST-ML-0270","16845","UPI","Mobile","GB","GB","0","21","2","9833","false","0"
"MLTXN-000776","CUST-ML-0597","5177","WALLET","Mobile","AE","AE","0","773","16","2174","false","0"
"MLTXN-000777","CUST-ML-0475","2058","NETBANKING","Mobile","IN","IN","3","18","4","1644","false","0"
"MLTXN-000778","CUST-ML-0417","1494","BANK_TRANSFER","Mobile","IN","IN","0","207","7","1110","false","0"
"MLTXN-000779","CUST-ML-0297","924","WALLET","Mobile","US","US","2","12","4","1815","false","1"
"MLTXN-000780","CUST-ML-0160","2484","UPI","Mobile","US","US","0","412","7","2583","false","0"
"MLTXN-000781","CUST-ML-0254","7280","CARD","Tablet","IN","IN","0","851","30","3235","false","0"
"MLTXN-000782","CUST-ML-0206","5755","CARD","Desktop","AE","AE","0","21","3","4474","false","1"
